Id,Y0s1_enrol,Y0s2_enrol,Y1s1_enrol,Y1s1_complete,Y1s2_enrol,Y1s2_complete,Y2s1_enrol,Y2s1_complete,Y2s2_enrol,Y2s2_complete,Y3s1_enrol,Y3s1_complete,Y3s2_enrol,Y3s2_complete,Y4s1_enrol,Y4s1_complete,Y4s2_enrol,Y4s2_complete,Rest_enrol,Rest_complete,Failure
131402136,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131388154,31,30,32,17,30,12,30,9,49,24,0,0,0,0,0,0,0,0,0,0,1
111335875,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0
131397052,0,6,54,42,36,30,51,33,48,30,43,18,59,41,0,0,0,0,0,0,0
131381771,30,30,30,24,36,36,30,30,30,30,0,0,0,0,0,0,0,0,0,0,0
131392332,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131394201,32,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131382859,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131391584,35,17.5,36,18,35.5,35.5,36,19,42,13,30,18,30,24,0,0,0,0,0,0,0
131405723,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131392064,29.5,34,29.5,0,40,0,30,0,30,0,0,0,0,0,0,0,0,0,0,0,1
131380403,36,48,30,18,30,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131384289,30,30,36,36,30,30,30,24,30,30,0,0,0,0,0,0,0,0,0,0,0
131380807,30,54,30,30,30,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131379690,30,60,30,30,24,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131388019,12,6,30,18,34,10,34,10,52,26,48,12,42,24,14,8,18,12,110,51,0
131393108,7,7,30,18,18,11,26,24,35,29,29,2,18,0,28,18,36,36,61,35,0
131390076,6,30,6,0,42,12,29,23,42,18,35,23,36,18,34,28,36,24,60,15,0
131386387,19,22,33,14,38,26,35,22,35,23,36,24,35,6,30,11,30,13,0,0,1
131394942,6,0,11,5,24,18,29,18,36,36,39,27,33,33,41,7,51,16,59,28,0
131382180,42,20,36,24,30,10,30,24,30,30,0,0,0,0,0,0,0,0,0,0,0
131391386,35.5,31,33.5,27.5,34,34,34.5,7.5,36.5,13,30,13.5,30,18,0,0,0,0,0,0,0
111364534,30,24,30,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0
131397444,23.5,48,0,0,0,0,33.5,16,35,0,50,28.5,35,6,0,0,0,0,0,0,1
131384645,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0,0
131395606,34,42,33,26,39,26,52,19,34,17,29,10,30,24,0,0,0,0,0,0,0
131391147,41,30,46,0,36,0,41,0,48,0,36,5,36,0,30,3,48,6,0,0,1
131390914,42,30,29.5,29.5,36,36,30,18.5,30,24,0,0,0,0,0,0,0,0,0,0,0
131398953,15,15,30,0,30,0,30,12,48,18,0,0,0,0,0,0,0,0,0,0,1
131391824,30,46.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131403984,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
111335823,30,30,30,30,30,30,33,30,30,30,30,30,30,30,0,0,0,0,0,0,0
111345873,40,20,30,6,33,0,37,13,43,10,41,23,44,24,0,0,0,0,0,0,1
131403919,20,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131389879,23,18,41,24,36,30,33,22,36,24,30,21,30,18,0,0,0,0,0,0,0
111354317,30,24,30,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0
131384089,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0
131391792,12,11,35.5,23.5,30,19,17.5,17.5,23.5,23.5,17.5,12,23,11.5,19.5,13.5,25.5,13.5,66,23,0
131394745,48,24,27,0,30,0,0,0,0,0,29,0,41,0,0,0,0,0,307,64,1
131386366,9,0,30,21,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0,0,0
131388373,41,30,37,30,30,30,30,23,30,30,0,0,0,0,0,0,0,0,0,0,0
131397360,6,37,46,35,26,5,71,0,75,26,41,26,44,27,40,6,53,17,0,0,0
131382670,30,36,30,30,30,30,30,27,30,30,0,0,0,0,0,0,0,0,0,0,0
131393623,35.5,30,30,24.5,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0,0
131388916,9,21,42,6,0,0,24,3,65,29,35.5,12,51.5,13,0,0,0,0,60,9,1
131393739,29,40,33,28,36,36,32,26,29,23,0,0,0,0,0,0,0,0,0,0,0
131385007,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0,0
131383491,41,36,32,14,42,30,38,0,30,6,30,9,36,6,0,0,0,0,0,0,0
131382512,35,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0,0
131391282,41,35.5,36,25,36,30.5,30,24,30,24,0,0,0,0,0,0,0,0,0,0,0
131380720,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131394710,25,45.5,36,23,36,36,32,25,29,23,0,0,0,0,0,0,0,0,0,0,0
131394249,6,12,34,34,36,36,36,19,36,30,32,26,16,10,29,4,30,7,0,0,0
131392925,39,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131388648,9,0,34,21,34,34,34,30,30,30,33,26,30,30,30,30,30,30,0,0,0
131390727,30,30,0,0,0,0,29,0,24,0,35,6,36,6,34,5,36,0,130,50,1
131402837,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131380810,34,42,30,15,36,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131402978,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131383770,26,30,34,20,10,10,36,32,30,20,30,24,30,30,0,0,0,0,0,0,0
131390654,7,12,12,8,30,16,22,18,28,14,30,24,34,22,30,30,30,30,0,0,0
131384982,29,50,37,30,33,33,30,23,30,21,0,0,0,0,0,0,0,0,0,0,0
131393643,11.5,0,29.5,12,36.5,25,35.5,18,34.5,22.5,34.5,28.5,30.5,24.5,30,14,30,24,0,0,0
131386952,13,30,0,0,0,0,40,18,0,0,30,20,30,20,36,36,30,10,60,54,0
131388611,41,42,36,36,36,36,30,17,30,18,0,0,0,0,0,0,0,0,0,0,0
131396515,18,48,26,12,43,29,38,12,60,18,49,22,48,24,36,20,30,10,0,0,0
131398680,20,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131382505,31,38,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0,0
131384991,30,36,30,30,42,30,30,30,30,24,0,0,0,0,0,0,0,0,0,0,0
131382918,35,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0,0
131381810,42,48,36,24,36,36,30,24,30,24,0,0,0,0,0,0,0,0,0,0,0
131382619,45,34,36,5,54,0,30,3,42,0,0,0,0,0,0,0,0,0,0,0,0
131384920,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0
131394362,40,36,46,5,24,0,36,24,54,18,34,0,42,18,34,13,60,16,66,26,0
131393605,0,12,16,5,31,19,33,22,33,9,36,25,36,30,36,12,36,24,127,30,0
111335871,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0
131393287,41,54,22,11,40,40,29,9,31,19,0,0,0,0,0,0,0,0,0,0,0
131383287,40,42,19,3,36,0,24,2,30,6,0,0,24,6,0,0,0,0,0,0,0
131379706,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131386722,23,30,35,35,36,36,0,0,0,0,31,6,42,24,32,15,42,0,72,3,0
131380888,30,48,30,30,30,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111335885,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0
111345853,30,30,20,20,26,26,34,34,26,26,30,30,30,30,0,0,0,0,0,0,0
131383553,42,45,36,18,42,24,30,18,36,12,0,0,0,0,0,0,0,0,0,0,0
111364509,30,24,30,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0
111345904,0,15,0,0,0,0,15,0,0,0,30,15,45,30,30,30,26,26,120,110,0
131397857,35,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131383512,40,30,40,30,30,30,30,20,30,30,30,30,30,30,0,0,0,0,0,0,0
111364512,30,24,30,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0
131390842,47.5,35.5,29,29,37,37,30,13.5,30,17.5,0,0,0,0,0,0,0,0,0,0,0
131379642,42,48,30,18,30,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131389211,24,30,0,0,0,0,0,0,0,0,30,30,12,12,6,6,6,0,192,128,0
131394159,10,68,33,29,36,12,35,12,30,24,32,20,29,23,0,0,0,0,0,0,0
111354336,24,30,30,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0
131390565,53,30.5,36,6,35.5,28.5,32.5,21,36,13,30,10,30,18,0,0,0,0,0,0,1
131387120,38,30,21,0,30,12,30,0,30,0,0,0,0,0,0,0,0,0,0,0,1
131385869,36,36,40.5,0,30.5,6,30,0,30,4,0,0,0,0,0,0,0,0,0,0,1
131386601,30,30,0,0,10,10,30,30,30,30,30,20,30,30,30,30,30,30,0,0,0
131389602,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0
131383681,30,36,30,30,36,30,30,30,30,24,0,0,0,0,0,0,0,0,0,0,0
111345869,30,30,26,26,20,20,26,26,34,34,30,30,30,30,0,0,0,0,0,0,0
131388242,7,13,20,7,48,25,32,12,56,31,33,14,27,6,36,24,42,24,60,24,0
131393806,41.5,48.5,35.5,23.5,35,11,34.5,11.5,34,16.5,30,13.5,30,14,0,0,0,0,0,0,0
131396180,48,42,24,12,48,18,35,5,36,12,41,0,33,6,33,6,55,23,126,44,0
131390013,42,42.5,36,30.5,36,36,30,17.5,30,24,0,0,0,0,0,0,0,0,0,0,0
131381672,30,48,36,36,42,30,30,24,36,18,0,0,0,0,0,0,0,0,0,0,0
131391359,35.5,59,34,28.5,42,30.5,30,26,30,18,0,0,0,0,0,0,0,0,0,0,0
131383366,19,10,31,23,40,26,36,30,36,36,30,8,30,18,0,0,0,0,0,0,0
131388007,27,48,34,0,48,0,28,0,36,0,0,0,0,0,34,6,42,0,130,15,0
131387488,30,36,33,33,33,30,30,30,33,30,30,27,30,24,0,0,0,0,0,0,0
131380927,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131399033,30,30,35,23.5,52.5,34.5,22.5,16.5,28.5,22.5,0,0,0,0,0,0,0,0,0,0,0
131381849,45,42,36,9,30,6,30,24,30,24,0,0,0,0,0,0,0,0,0,0,0
131392598,33,32,30,30,43,39,30,30,30,21,0,0,0,0,0,0,0,0,0,0,0
131394463,12,13,34,34,38,24,32,11,36,30,0,0,0,0,0,0,0,0,0,0,1
131382090,45,42,36,0,36,0,30,0,24,0,0,0,0,0,0,0,0,0,0,0,1
131394868,30,54,35,17,36,24,32,6,38,14,47,14,41,11,29,15,30,17,0,0,0
111384852,30,21,0,0,10,10,10,10,10,0,30,30,30,20,30,30,30,30,60,60,0
131386924,33,48,36,30,36,30,30,24,30,24,0,0,0,0,0,0,0,0,0,0,0
131392293,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131384371,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0,0
131382411,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
111345871,30,30,20,20,26,26,34,34,26,26,30,28,30,30,0,0,0,0,0,0,0
131389967,26,45,36,18,36,30,30,24,30,19,0,0,0,0,0,0,0,0,0,0,1
131386424,33,44,34,28,33,33,30,30,30,21,0,0,0,0,0,0,0,0,0,0,0
131380386,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131391543,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131396375,36,36,28,16,60,42,33,17,36,18,36,0,37,0,54,0,64,13,143,20,0
111354288,30,24,30,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0
131391790,12,18,30,18,35.5,17.5,17.5,17.5,17.5,17.5,35,12,29,11.5,25.5,13.5,31.5,19.5,60,23,0
131383915,40,37,34,24,36,36,30,26,30,19,0,0,0,0,0,0,0,0,0,0,0
131382292,43,30,30,23,36,36,30,24,30,24,0,0,0,0,0,0,0,0,0,0,0
131385248,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0
111364548,30,24,30,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0
131384776,34,36,35,6,39,15,35,18,42,12,30,12,36,21,0,0,0,0,0,0,1
131393602,7,6,7,0,39,14,30,23,38,12,24,13,26,10,22,12,34,24,131,65,0
131392808,33,51,33,12,41,35,36,24,36,30,30,12,30,18,0,0,0,0,0,0,0
111354327,30,24,30,30,30,30,33,33,30,30,30,27,30,30,0,0,0,0,0,0,0
131389714,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0
131384306,35,30,36,31,30,30,30,30,30,24,0,0,0,0,0,0,0,0,0,0,0
131397096,6,36,38,30,46,22,41,8,48,28,40,25,66,18,47,13,48,18,0,0,0
131387431,30,30,30,30,36,30,30,30,42,39,33,27,38,24,0,0,0,0,0,0,0
131391319,34,32,34,34,30,30,30,26,30,30,0,0,0,0,0,0,0,0,0,0,0
131394659,6,6,23,11.5,42,36,35,18,51,22.5,36,24.5,34,22.5,38.5,2.5,37,20.5,0,0,0
111335847,30,30,30,30,30,30,30,30,30,30,27,27,33,33,0,0,0,0,0,0,0
131393240,28,56,28,0,50,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
111345882,30,30,26,26,20,20,26,26,34,34,30,30,30,30,0,0,0,0,0,0,0
131385073,25,30,36,36,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0,0
131382900,36,54,30,24,30,18,30,30,30,30,0,0,0,0,0,0,0,0,0,0,0
131388226,32,48,36,36,36,36,30,20,30,24,0,0,0,0,0,0,0,0,0,0,0
131382269,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131383941,45,30,28,14,35,17,37,18,35,18,30,14,30,1,0,0,0,0,0,0,0
131394680,12,42,35.5,29.5,41.5,11.5,29,17.5,47,5.5,0,0,0,0,0,0,0,0,140,50,0
111345838,30,30,20,20,26,26,34,34,26,26,30,30,30,30,0,0,0,0,0,0,0
131391928,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131389066,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0
131383995,33,45,36,33,36,30,30,24,30,18,0,0,0,0,0,0,0,0,0,0,0
131397841,18,48,32,17,41,23,33,14,58,14,41,13,45,14,47,12,41,5,0,0,0
131381778,35,36,40,21,42,18,30,6,42,12,0,0,0,0,0,0,0,0,0,0,0
131379389,34,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131383833,30,48,36,36,36,24,30,24,30,18,0,0,0,0,0,0,0,0,0,0,0
131393096,24,36,28,28,42,42,32,32,29,23,0,0,0,0,0,0,0,0,0,0,0
131392841,33,24,30,27,42,42,30,30,34,30,0,0,0,0,0,0,0,0,0,0,0
131390011,12,25,36,30,35.5,29.5,36.5,30.5,36,24,30,17.5,30,11.5,0,0,0,0,0,0,0
131393355,19,36,46,20,50,26,40,31,36,30,32,19,34,28,0,0,0,0,0,0,0
131389008,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0
131382621,33,33,27,27,33,33,30,30,30,24,0,0,0,0,0,0,0,0,0,0,0
131396846,21.5,24,52,24.5,55,25,36.5,18,53,23.5,42,12.5,47,11.5,36.5,0,42.5,6.5,216,17.5,0
111364568,24,30,30,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0
131381730,36,54,33,8,30,18,30,3,36,0,0,0,0,0,0,0,0,0,0,0,0
131392605,17,17.5,30,24,42,36,36,25,36,24.5,30,24,30,18,0,0,0,0,0,0,0
131396038,28,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131380865,34,42,30,3,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131387592,29,30,31,18,36,24,34,28,36,24,30,17,30,18,0,0,0,0,0,0,0
111364501,30,24,30,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0
131380119,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131389201,20,44,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0,0
111374720,0,12,30,15,30,30,34,34,30,30,30,26,30,30,30,30,30,30,0,0,0
131402798,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131395546,30.5,30.5,36.5,0,36.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131385790,47.5,23.5,0,0,35.5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
111345765,30,36,26,26,20,20,26,26,34,34,30,30,30,30,0,0,0,0,0,0,0
131383979,36,36,36,36,36,30,30,18,30,24,0,0,0,0,0,0,0,0,0,0,0
131386648,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0
131392880,12,18,47,6,18,0,41,12,47,6,36,2,53,23,30,18,18,12,0,0,1
131384284,30,36,36,36,30,24,30,18,42,36,0,0,0,0,0,0,0,0,0,0,0
131387825,30,30,30,30,30,30,30,30,33,33,36,33,30,24,0,0,0,0,0,0,0
111345898,24,30,90,90,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131394394,35.5,36.5,33.5,16,36,0,33,11.5,33,10,36,12,33,5,36,7,34,13,60,9,1
131387956,30,30,30,30,30,30,33,30,30,30,30,30,32,32,0,0,0,0,0,0,0
131386240,30,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0,0,0
131389489,30,36,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0,0
131384075,28,32,36,36,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0,0
111345831,20,0,30,30,30,30,20,20,26,26,34,14,26,26,30,30,30,30,0,0,0
111374695,21,30,3,0,10,10,10,10,30,20,30,30,15,15,30,30,30,15,60,60,0
131382673,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131387679,30.5,36.5,24,12,48.5,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131381093,49,42,30,7,27,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131393336,18,30,33,21,49,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131388787,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
111364541,24,30,30,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0
131379941,46,42,30,19,30,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131380084,40,54,30,9,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131379666,48,30,30,15,30,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131394599,19,32,29,22,30,30,42,24,30,24,32,19,29,17,0,0,0,0,0,0,0
131383481,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131384990,30,0,30,30,30,30,0,0,30,30,30,30,30,30,30,30,30,30,0,0,0
131383455,28,30,30,30,40,34,30,30,30,30,0,0,0,0,0,0,0,0,0,0,0
131403921,18,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131384362,24,65,30,30,54,24,36,12,54,18,30,18,48,18,0,0,0,0,0,0,0
131385338,37,42,30,24,36,30,30,24,36,30,0,0,0,0,0,0,0,0,0,0,0
131382899,36,36,0,0,0,0,30,3,30,0,0,0,0,0,0,0,0,0,0,0,1
131394492,6,0,23.5,11.5,17.5,11.5,47,23.5,40.5,17.5,35.5,6,54,42,32,8.5,42,30.5,0,0,0
131392931,32,60,34,34,36,36,32,6,29,29,0,0,0,0,0,0,0,0,0,0,0
111345768,30,30,26,26,20,20,26,26,34,34,30,30,30,30,0,0,0,0,0,0,0
131380753,36,48,30,18,30,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131387933,0,12,0,0,0,0,23,11,58,34,44,27,30,12,28,17,48,24,130,44,0
131392582,0,5,35,35,45.5,24,36,30.5,42.5,37,36,13,53.5,12.5,30,11.5,30,11.5,0,0,0
131398865,0,6,36,36,36,36,49,37,24,24,32,18,29,29,0,0,0,0,0,0,0
131403322,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131394181,6,6,23,17,42,24,29,24,30,30,34,26,35,17,29,15,30,23,0,0,0
131382726,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131383899,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0
131379588,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131383622,37,38,36,36,36,36,30,20,30,24,0,0,0,0,0,0,0,0,0,0,0
111364513,24,30,30,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0
131393721,51,41,28,19,42,36,32,32,41,23,0,0,0,0,0,0,0,0,0,0,0
131386031,32,0,35,0,36,0,26,3,24,0,0,0,0,0,0,0,0,0,0,0,1
131385920,30,30,24.5,24.5,36,36,24,24,30,24,0,0,0,0,0,0,0,0,0,0,0
131403332,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131382473,30,36,30,9,36,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131386349,36,36,27,9,36,6,30,3,42,0,0,0,0,0,0,0,0,0,0,0,1
111354326,30,30,26,26,20,20,26,26,34,34,30,30,30,30,30,0,30,0,0,0,0
131388232,23,24,28,28,38,26,34,28,36,30,30,13,30,18,0,0,0,0,0,0,0
131390123,24,42,30,6,42,6,29,11,24,6,0,0,0,0,30,13,36,0,188,60,0
131392726,33.5,0,36.5,25,42.5,42.5,35,17.5,53,31,30,12.5,30,16.5,0,0,0,0,0,0,0
131394451,6,0,24,6,36,24,36,36,35,30,30.5,13.5,42,36,0,0,0,0,0,0,0
131403836,26,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
111345859,30,30,20,20,26,26,34,34,26,26,30,30,30,30,0,0,0,0,0,0,0
131380376,42,42,30,18,30,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131390167,37,42,30,11,44,20,37,15,30,12,30,23,30,24,0,0,0,0,0,0,0
131391074,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131386800,37,30,30,24,36,36,30,30,30,24,0,0,0,0,0,0,0,0,0,0,0
131388225,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0
131395585,5,24,32,20,42,37,33,33,28,23,29,29,30,30,0,0,0,0,0,0,0
131389710,25,24,34,34,38,38,30,30,30,30,0,0,0,0,0,0,0,0,0,0,0
131388064,30,30,30,30,30,30,35,35,30,30,30,25,30,30,0,0,0,0,0,0,0
131388655,33,30,30,30,30,30,30,30,30,30,30,30,32,32,0,0,0,0,0,0,0
131397441,5,4,24,12,61,50,19,6,71,36,71,12,70,24,36,6,42,24,71,16,0
131389439,7,6,33,26,48,35,37,30,30,30,30,23,30,30,0,0,0,0,0,0,0
111335759,30,35,30,25,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0
131380765,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111335817,30,30,29,17,20,20,30,16,30,10,30,30,30,30,0,0,0,0,0,0,1
131381852,30,30,30,30,36,36,30,24,30,30,0,0,0,0,0,0,0,0,0,0,0
111364542,24,30,30,30,37,37,30,30,37,30,30,30,30,23,0,0,0,0,0,0,0
131385250,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0
131391056,45,26,27,15,62,20,34,18,43,21,30,8,30,15,0,0,0,0,0,0,1
131388406,35,44,41,35,36,30,30,12,30,24,0,0,0,0,0,0,0,0,0,0,0
111364581,24,30,30,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0
111354309,30,24,30,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0
131398974,41,30,41,0,30,0,30,0,36,0,36,0,30,0,18,0,30,0,0,0,1
131391082,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131393005,41.5,48,35.5,12,35.5,5,36,12.5,36,18.5,37.5,14,36,24,0,0,0,0,0,0,0
131396811,32,30,37,0,24,0,29,0,42,0,20,0,30,18,35,6,36,0,0,0,1
131391973,9,0,29,20,52,37,29,16,42,24,36,30,35,23,30,13,30,13,0,0,0
131390677,0,24,30,30,36,12,35.5,35.5,36.5,12.5,30,13,30,24,30,11.5,30,17.5,0,0,0
131380913,30,36,30,30,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131403305,29,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131383874,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0
131389696,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0
111364556,30,24,30,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0
131397270,0,24,43,12,39,16,53,7,56,41,49,29,49,13,41,12,42,23,0,0,0
131385369,48,36,36,30,42,30,25,13,36,18,30,17,30,18,30,18,42,18,0,0,0
111354325,30,24,30,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0
131383459,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0
131383522,30,30,36,36,30,30,30,24,30,30,30,30,30,30,0,0,0,0,0,0,0
131382388,36,36,36,18,36,12,30,24,30,18,0,0,0,0,0,0,0,0,0,0,0
131392213,30,30,31.5,30,31.5,30,30,28.5,30,28.5,0,0,0,0,0,0,0,0,0,0,0
131395943,0,24,31,14,38,22,32,32,41,25,37,17,36,17,28,25,30,30,0,0,0
131391862,27,33,12,0,30,0,17.5,0,28.5,0,35,0,52.5,0,23.5,0,29.5,0,111,38,1
131385307,20,12,35,20,44,28,37,24,36,30,30,23,30,24,0,0,0,0,0,0,0
131382492,28,24,30,2,30,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131392644,36,36,36,36,36,36,30,18,30,18,0,0,0,0,0,0,0,0,0,0,0
131391315,47.5,30,35,35,36,36,30,7.5,30,24,0,0,0,0,0,0,0,0,0,0,0
131395636,36,36,47,39,28,20,38,17,42,24,29,10,28,16,0,0,0,0,0,0,0
131385737,26,30,36,36,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0,0
131388087,0,10,30,30,52,35,34,30,36,25,34,30,36,30,30,26,30,24,0,0,0
131382216,36,36,36,30,36,24,30,24,30,12,0,0,0,0,0,0,0,0,0,0,0
131391351,20,44,45,45,6,6,35,23,36,36,30,14,30,24,0,0,0,0,0,0,0
131402950,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131395881,6,12,35,35,36,36,37,12,33,17,33,21,43,27,27,6,30,12,58,8,0
111374699,30,21,10,5,30,30,30,30,15,15,30,30,30,15,30,30,30,30,0,0,0
